식품코드,식품명,식품대분류코드,식품중량,에너지(kcal),탄수화물(g),단백질(g),지방(g),당류(g),식이섬유(g),나트륨(mg)
4115100500000001,멸치 고추조림,11,120,68.4,5.63,8.5,1.45,1.49,1.44,556.8
4115111000000001,꽁치조림,11,285,205.2,13.54,25.22,5.42,4.84,3.14,513
4115120000000001,달걀조림,11,120,130.8,7.84,10.81,5.75,1.8,0.12,597.6
4115220000000001,버섯조림,11,90,29.7,6.15,1.84,0.67,1.4,1.44,234
3115330000000001,조기조림,11,300,384,12.81,41.1,18.81,4.5,6.6,1770
3115090000000001,고등어조림,11,100,108,4.9,8.36,6.07,3.73,1.1,411
3115100000000001,고추조림,11,100,111,13.4,3.3,4.9,7.1,4,779
3115160000000001,동태조림,11,250,275,17.4,40.8,4.7,10.2,4.25,1392.5
3115240000000001,북어조림,11,100,182,17.14,20.83,3.33,8.2,2.1,766
1115290000000001,오징어조림,11,150,205.5,18.67,24.83,3.56,10.27,4.35,2203.5
1115300000000001,오징어채조림,11,50,120,12.68,11.76,2.45,6.89,2.9,565
1115340000000001,쥐포조림,11,100,276,36.12,13.03,8.86,23.37,4.7,1265
1115350000000001,코다리조림,11,100,86,4.16,16.46,0.4,3.67,12.9,466
1115180000000001,땅콩조림,11,20,96.6,3.99,3.75,7.28,1.97,2.06,114.8
1115190000000001,멸치조림,11,100,318,8.93,40.92,13.22,7.35,12.1,3163
1115210000000001,미트볼조림,11,150,331.5,19.42,27.22,16.09,15.78,4.35,472.5
1115230000000001,병어조림,11,100,112,4.87,12.46,4.78,0.22,0.9,842
1115250000000001,삼치조림,11,100,125,2.61,15.88,5.63,2.03,1.6,441
1115260000000001,양미리조림,11,100,65,9.09,5.76,0.66,2.2,2.8,711
1115270000000001,어묵조림,11,200,318,46.32,11.66,9.46,4.86,5.8,856
6115130000000001,닭도리탕,11,315,365.4,27.44,29.93,15.21,9.54,3.78,941.85
3115140000000001,곱도리탕,11,400,450,42,37,15,22,17.56,2030
5125511300000001,동태까스,12,135,368.55,26.22,15.66,21.11,3.52,1.76,519.75
4125591300000001,생선까스,12,330,765.6,23.92,25.01,62.57,1.78,0.66,663.3
3125500200000001,고구마 돈까스,12,100,317,23.05,12.34,19.51,6.22,2,288
3125500800000001,돼지등심 돈까스,12,200,624,38.48,33,37.54,3.66,2,574
3125500900000001,돼지안심 돈까스,12,200,652,34.26,33.28,42.4,2.78,2.4,552
3125501400000001,치즈 돈까스,12,250,755,41.78,42.02,46.7,3.57,3.25,870
3125650000000001,치킨까스,12,200,592,44.02,27.92,33.92,4.16,3.8,780
3125530000000001,라조기,12,200,398,26.24,20.66,23.5,0.16,2.8,648
3125540000000001,멘보샤,12,100,289,13.22,10.52,21.6,1,2.1,696
3125550000000001,미꾸라지튀김,12,100,387,28.85,10.89,25.39,0.3,3.5,324
5125380000000001,고구마맛탕,12,180,253.8,45.97,1.35,7.2,14.11,2.7,7.2
5125390000000001,고구마튀김,12,120,279.6,37.6,1.78,13.08,7.15,2.16,148.8
3125570000000001,복어튀김,12,100,320,22.88,13.84,19.27,0.6,2.2,284
3125400000000001,고추튀김,12,100,202,14.6,7.6,12.6,2.3,2.2,249
3125410000000002,김말이튀김,12,100,245,33.11,2.28,11.46,1.09,1.5,383
3125480000000001,닭모래집튀김,12,150,468,29.1,28.09,26.59,1.8,1.95,322.5
3125490000000001,닭튀김,12,300,903,48.81,65.19,49.71,1.5,4.5,1245
2125710000000003,오징어튀김,12,60,70,6.44,5.8,2.12,0.49,0.3,147
2125720000000001,우유튀김,12,100,198,31,3,6.7,11,0,188
3125600000000001,양파링튀김,12,100,411,43.58,3.86,25.23,5.43,2.7,776
3125610000000001,쥐포튀김,12,100,357,42.5,9.62,16.49,7.96,1.4,717
1125370000000001,감자튀김,12,150,468,52.72,6.82,25.52,0.55,5.85,117
1125490400000001,닭날개튀김,12,200,514,20.98,34.34,32.54,0,2.4,538
1125420000000001,김튀김,12,50,261,27.18,5.5,14.45,0.07,6.1,303
2125370000000004,웨지감자,12,100,143,17,2,2,17,0,396
4125430000000001,깐쇼새우,12,200,353,34.28,22.52,13.42,3.68,1.7,928
3125450000000001,깐풍새우,12,100,240,20.56,8.15,13.86,7.2,2.5,531
3125580300000001,고추장양념 북어강정,12,100,379,25.82,19.22,22.07,12.17,1.1,709
3125630000000001,치즈볼,12,100,333,28.66,9.56,20,5.48,0.3,532
3125491500000001,치킨 너겟,12,100,332,16.63,15.3,22.7,1.12,1.6,516
2125490000000143,후라이드 치킨,12,300,870,29.94,66.93,51.81,0.69,0.9,906
2125490000000111,파닭 치킨,12,300,685,32.06,50.12,37.73,2.99,2.5,888
2125490000000042,마늘 치킨,12,250,691,27.26,44.52,43.34,0.81,1,483
2125490000000083,양념 치킨,12,200,576,27.45,32.88,36.01,0.2,1.1,462
2125490000000002,간장 치킨,12,250,689,27.79,43.94,43.12,2.62,0.9,514
1125520000000001,떡강정,12,200,498,95.78,7.58,9.44,10.68,2.6,892
1125460000000001,다시마튀각,12,50,231,23.66,4.22,13.26,8.62,12.5,652.5
1125560000000001,미역튀각,12,50,221.5,10.57,6.62,16.95,5.68,15.55,2611.5
1000000046,탕수육,12,300,591,64.73,26.99,23.93,21.25,1.8,447
1125661200000001,새우탕수육,12,200,232,26.04,13.3,8.4,12.88,4.2,984
6135840700000001,숙주나물무침,13,105,17.85,1.66,1.19,1.01,0.01,1.05,176.4
6135840702000001,게맛살 숙주나물무침,13,135,37.8,5.01,2.48,1.22,1.05,1.22,378
3135790000000001,미나리나물무침,13,50,29.5,2.24,1.01,1.83,0,1.75,150.5
6135850000000001,숙주미나리나물무침,13,120,21.6,2.03,1.25,1.19,0.31,1.32,213.6
6135860132000001,시금치나물무침,13,90,24.3,2.88,1.45,1.15,0.8,1.53,237.6
5135860200000001,고추장 시금치나물무침,13,75,26.25,4.36,1.28,0.85,1.7,1.35,127.5
6135930000000001,참나물무침,13,120,20.4,2.53,0.91,0.96,0.23,1.2,207.6
6135970906000001,고춧가루 콩나물무침,13,195,37.05,3.8,3.2,1.81,0.55,1.75,290.55
6135970907000001,콩나물무침,13,150,28.5,2.19,2.42,1.72,0.18,0.9,204
5135900500000001,된장 열무나물무침,13,60,21.6,2.19,1.31,1.06,0.52,0.9,176.4
5135950132000001,취나물무침,13,120,30,4.1,1.16,1.38,0.67,1.68,115.2
5135950500000001,된장 취나물무침,13,120,34.8,5.64,1.63,1.09,1.3,2.28,176.4
5135670000000001,가지나물무침,13,60,20.4,2.6,0.74,0.92,1.13,1.26,136.2
5135710400000001,깻잎나물무침,13,75,24.75,3.27,1.59,1,0.03,1.88,168
5135810500000001,된장 배추나물무침,13,75,23.25,2.76,1.25,0.96,0.81,1.58,242.25
4135730000000001,냉이나물무침,13,112.5,37.12,6.12,2.7,0.97,1.33,3.26,204.75
4135870132000001,시래기나물무침,13,112.5,33.75,2.98,1.05,2.16,0.09,2.25,221.62
4135920132000001,유채나물무침,13,105,23.1,2.52,2.21,0.93,0.33,1.78,161.7
4135920500000001,된장 유채나물무침,13,120,36,4.38,3.35,1.16,0.84,2.76,218.4
4135940000000001,청경채나물무침,13,150,21,2.39,1.59,0.87,0.35,1.35,234
4146540000000001,톳나물초무침,14,180,34.2,8.6,2,0.67,2.9,4.5,167.4
4135990600000001,두부 톳나물무침,13,210,63,5.35,5.61,3.36,0.38,4.83,327.6
3135680000000001,고구마줄기나물무침,13,100,97,5.77,1.64,7.46,1.65,3.2,473
3135760000000001,머위나물무침,13,100,85,2.49,1.62,7.66,0.44,2,452
3135830000000001,세발나물무침,13,100,78,7.05,3.01,4.25,3.67,4.1,701
3135910000000001,우거지나물무침,13,150,129,8.7,4.5,8.5,1.5,8.7,772.5
1135980000000001,토란대나물무침,13,90,61.2,3.8,4.63,3.04,0.35,3.06,199.8
1136000000000001,호박오가리나물무침,13,100,201,21.46,6.14,10.01,6.82,7,1849
1135680000000001,고구마줄기무침,13,50,41.5,2.05,0.49,3.5,0,1.55,89.5
1135690000000001,고사리나물무침,13,50,45,3.14,1.89,2.76,0.25,2.8,220.5
1135700000000001,고춧잎나물무침,13,90,79.2,6.43,3.97,4.22,1.36,4.86,717.3
1135740000000001,도라지나물무침,13,50,65,6.56,1.24,3.76,0.45,2.45,205.5
1135750000000001,돌나물무침,13,50,34.5,4.15,0.83,1.59,2.63,1,180
1135770000000001,머위대나물무침,13,50,29,2.38,1.98,1.28,0.17,0.75,181.5
1135780000000001,무나물무침,13,50,10.5,1.82,0.31,0.23,1.65,0.8,176
1135800000000001,방풍나물무침,13,80,60.8,8.59,3.51,1.38,2.33,5.36,213.6
1135810000000001,배추나물무침,13,80,48.8,6.76,1.61,1.75,4.99,2.16,220.8
1135820000000001,비름나물무침,13,80,58.4,4.56,2.77,3.24,0.69,3.04,268
1135890000000001,씀바귀나물무침,13,90,87.3,14.91,3.48,1.56,1.15,4.68,183.6
6146473200000001,오징어채소무침,14,285,136.8,14.02,16.84,1.8,6.9,2.28,521.55
6146500000000001,청포묵무침,14,135,71.55,10.1,2.65,2.92,1.15,2.43,365.85
6146073200000001,골뱅이무침 ,14,180,106.2,14.81,9.97,1.22,8.86,2.16,599.4
6146160000000001,단무지무침,14,60,19.8,2.87,0.49,0.76,1.07,1.68,354
6146203200000001,도토리묵무침,14,105,64.05,12.36,1.44,1.3,1.83,2.31,353.85
6146260000000001,무말랭이무침,14,120,73.2,14.76,2.4,0.83,4.98,4.2,332.4
6146371443000001,부추무침 ,14,105,25.2,3.92,1.07,0.87,1.95,1.68,213.15
5146030000000001,갑오징어무침,14,150,75,8.83,7.96,1.11,4.59,1.2,337.5
5146073233000001,골뱅이 소면무침,14,150,130.5,22.79,7.51,1.06,6.01,1.8,568.5
5146140000000001,느타리버섯무침,14,60,23.4,4.05,1.3,0.91,1.56,1.38,178.2
4146230000000001,마늘장아찌무침,14,60,59.4,13.11,1.13,0.42,7,1.44,483
4146250000000001,모자반무침,14,150,28.5,6.54,1.94,0.6,1.95,4.05,279
4146380000000001,북어채무침,14,135,201.15,9.75,31.28,3.58,3.02,1.08,395.55
4146553600000001,파래무침 ,14,45,19.35,4.16,1.72,0.5,0.45,1.8,112.95
4146580000000001,풋마늘무침,14,105,39.9,8.45,1.38,0.86,3.96,2.42,162.75
4146020000000001,간재미회무침,14,405,190.35,26.2,19.16,1.9,14.46,5.26,664.2
4146061100000001,마요네즈 곤약무침,14,112.5,93.38,4.07,0.79,8.66,1.26,1.57,133.88
4146180000000001,더덕무침,14,105,68.25,15.46,1.35,0.68,4.47,4.3,155.4
3146320000000001,미역초무침,14,100,63,12.57,2.19,0.48,8.29,2.9,597
3146350000000001,밴댕이무침,14,400,600,46,29.8,33,27,16.4,1028
3146410000000001,쑥갓나물무침,14,150,96,6.6,4.5,5.7,0.3,5.85,709.5
3146560000000001,파무침,14,100,82,10.65,2.31,3.36,7.08,3.5,502
3146610000000001,홍어무침,14,200,198,25.96,17.86,2.64,14.46,6.8,802
3146130000000001,노각무침,14,150,84,14.29,2.59,1.8,7.1,4.05,817.5
3146170000000001,달래무침,14,150,136.5,23.8,4,2.81,11.21,6.45,867
1146590000000001,피조개무침,14,100,52,6.07,4.71,0.95,3.72,2.1,223
1146600000000001,해초무침,14,100,39,8.52,0.95,0.16,3.95,4.3,862
1146150000000001,다시마무침,14,90,43.2,6.12,2.31,1.06,0,5.49,2483.1
1146223400000001,초고추장 두릅무침,14,90,60.3,7.1,1.94,2.71,4.09,3.06,184.5
1146330000000001,민들레잎무침,14,90,72.9,11.09,2.42,2.1,7.34,4.5,223.2
1146010000000001,가죽나물무침,14,80,60.8,8.04,4.66,1.08,3.05,4.96,220.8
1146090000000001,굴무침,14,80,61.6,5.84,5.34,1.85,2.19,2.8,163.2
1146100000000001,김무침,14,30,77.7,5.8,6.35,3.22,1.72,5.25,303.3
1146110000000001,낙지무침,14,180,138.6,7.13,22.34,2.23,0.25,6.84,612
6146400200000001,감자샐러드,14,120,195.6,18.77,3.31,12.2,3.74,2.76,379.2
5146080000000001,과일샐러드,14,165,107.25,12.94,0.87,6.27,9.77,2.15,39.6
4146400700000001,단호박샐러드,14,75,96,7.71,0.92,7.12,2.59,1.72,61.5
3146400300000001,고구마 샐러드,14,100,185,26.84,1.81,7.79,14.98,3,125
3146402246000001,코올슬로,14,100,153,14.89,0.95,9.91,12.19,1.9,203
