식품코드,식품명,식품대분류코드,식품중량,에너지(kcal),탄수화물(g),단백질(g),지방(g),당류(g),식이섬유(g),나트륨(mg)
1000000033,딸기 크로아상,2,85,328,33,4,20,20,0,440
2020940000000024,바닐라 번,2,87,298.41,47,8,8,11,0,258.39
2020940000000025,치즈번,2,60,235,30,4,11,10,0,139.8
2020940000000026,호두카야번,2,105,421.05,58,9,16,23.1,0,349.65
2020940000000027,모카크림 치즈번,2,95,320.15,27,7,12,15,0,309.7
2020940000000028,생크림커피번,2,114,460,15,6,20,15,0,320
2020940000000029,커피번,2,98,335,51,9,11,13,0,330
2020940000000014,초코번,2,95,376.2,51,8,15.2,16,0,303.05
2020940000000001,딸기번,2,95,402.8,59,8,15,10,0,299.25
2020940000000002,로띠번,2,95,350.55,51,9,12,12,0,289.75
2020910000000234,티렉스버거,2,213,475,45,26,20,7.01,0,834.96
2020910000000235,페퍼로니 버거,2,183,454,50,21,19,9,0,966
2020910000000239,한우트러플머쉬룸 버거,2,271,582.65,18,25,14.7,17.99,0,983.73
2020910000000241,화이트갈릭싸이 버거,2,263,760.07,50,37,45.71,9.99,0,1343.93
2020910000000215,치즈 버거,2,185,319,31.75,14.77,15.15,5.27,0,500
2020910000000217,치킨 버거,2,141,355,40.9,15,15.4,8,0,619
2020910000000221,버거 칠리새우 버거,2,200,490,55,14,23.8,14,0,1140
2020910000000223,케이준비프 스낵랩,2,102,308.04,23,11,19,4,0,449.82
2020910000000224,콰트로 맥앤치즈 버거,2,223,628.86,46,23.99,38,6,0,1280.02
2020910000000227,탄두리싸이 버거,2,262,655,48,31.99,37.2,11,0,1241.88
2020910000000229,통새우슈림프 버거,2,189,459.27,7,16.01,5,6.99,0,937.44
2020910000000233,트리플치즈 버거,2,219,619.77,42.99,36,35,9,0,1230.78
2020910000000196,새우 레몬크림 버거,2,235,533.45,58.2,16.99,25.8,12.01,0,909.45
2020910000000197,쉬림프 버거,2,210,508,7.73,14.62,7.77,7.73,0,820
2020910000000201,스파이시치킨 스낵랩,2,112,303.52,26,12,17,3,0,812
2020910000000177,맥스파이시상하이 버거,2,246,501.84,52.99,24.01,21.99,9,0,1102.08
2020910000000178,맥크리스피디럭스 버거,2,269,599.87,61.01,23,29.99,15.01,0,1296.58
2020910000000179,맥크리스피클래식 버거,2,203,588.7,58.99,23,30,12.99,0,1293.11
2020910000000181,머쉬룸 버거,2,220,569,11.24,23.32,14.12,11.224,0,1149
2020910000000169,한우불고기 버거,2,263,572,69.53,24,30.08,15,0,797
2020910000000116,통새우 버거,2,178,449,50,12,12.4,9.99,0,707
2020910000000081,에그불고기 버거,2,222,490.62,44,21,26,14.01,0,748.14
2020910000000085,와퍼 버거,2,278,619.94,48,29,34,10.51,0,808.98
2020910000000086,와퍼주니어 버거,2,158,399.74,33,17,22,4.6,0,570.38
2020910000000087,인크레더블 버거,2,312,748.8,60,38,39.31,16.01,0,1453.92
2020910000000061,새우 버거,2,158,492.25,46,15,26,7,0,810.87
2020910000000062,새우불고기 버거,2,252,599.76,67.01,19,28.3,20.01,0,1053.36
2020910000000064,디럭스 슈림프 버거,2,197,392,9,15,5,9,0,882
2020910000000065,슈비 버거,2,269,540.69,64,19.99,23,15.01,0,1000.68
2020910000000066,슈슈 버거,2,224,409.92,60.01,12.01,14,12.99,0,808.64
2020910000000075,싸이 버거,2,230,593.4,44,27.99,34.11,14.01,0,1009.7
2020910000000078,양념치킨싸이 버거,2,260,657.8,20,28.99,8.2,19.99,0,1276.6
2020910000000041,불고기더블치즈 버거,2,271,639.56,42,37.99,15,9,0,1189.69
2020910000000049,불고기 버거,2,167,408.12,44,14,19,14,0,669
2020910000000051,불고기와퍼 버거,2,278,682,50,28,28,5.7,0,912
2020910000000052,불싸이 버거,2,230,542.8,54.99,27.99,23.39,15,0,1152.3
2020910000000056,빅맥 버거,2,223,582.03,50,27.01,31,8.01,0,900.92
2020910000000057,빅불 버거,2,270,761.4,51,35.99,45,11.99,0,1368.9
2020910000000023,데리버거,2,134,356.44,42,12.01,16,10,0,613.72
2020910000000025,롱치킨 버거,2,210,615,24,25,5.5,5.69,0,1100.4
2020910000000027,맥치킨 버거,2,206,523.24,48,20.99,28,7,0,1083.56
2020910000000028,맥치킨모짜렐라 버거,2,293,744.22,76,31,36.01,17.99,0,1743.35
2020910000000031,몬스터와퍼 버거,2,409,1110,64,53,80,16.89,0,1880.67
1000000034,몬스터와퍼주니어 버거,2,230,562,40,26,33,6.3,0,1344
2020910000000038,베이컨치즈와퍼 버거,2,315,781.2,115,37.01,19,7.5,0,1367.1
2020910000000039,베이컨토마토디럭스 버거,2,247,570.57,53.99,29,28.01,14,0,933.66
2020910000000017,더블와퍼 버거,2,360,842.4,10.5,45,20,10.51,0,1198.8
2020910000000001,1955 버거,2,264,572.88,48,28.99,29.99,15,0,929.28
2021080000000006,모짜렐라 치즈볼,2,36,135,15,3,7,5,0,130
2021080000000007,치즈스틱,2,49,160,12.24,8.7,9.4,0.1,0,183
2020900000000028,프렌치마늘바게트,2,161,520.03,74,11,19,17,0,710.01
2020900000000029,프렌치바게트,2,248,624.96,124.99,22,3.1,0.99,0,1329.28
2020900000000031,피자바게트,2,160,475.2,100,12,5,7.01,0,310.4
2020900000000032,허니바게트,2,130,488,23,9,6.2,23,0,604
2020900000000036,갈릭바게트,2,80,300,36,6,14,6,0,420
2020900000000037,꿀버터 바게트,2,120,435.6,18,7,13,18,0,339.6
2020900000000038,연유바게트,2,182,680.68,88,11.99,30.99,20,0,860.86
2020900000000039,명란바게트,2,80,280,33,6,14,2,0,0
2020900000000012,무화과크림 바게트,2,140,567,62.86,8.12,31.5,20.44,0,354.2
2020900000000015,반미바게트,2,78,191.88,36,8,1.7,2,0,290
2020900000000022,크림치즈모닝바게트,2,88,255,5,9,3.2,5,0,440
2020870000000041,헤이즐넛 휘낭시에,2,45,218,3,4,13,12.4,0,33.95
2020870000000042,로투스 휘낭시에,2,43,230.05,29,3,11,18,0,138.89
2020870000000043,소보로 휘낭시에,2,43,226.18,28,3,11,17,0,114.81
2020870000000044,소시지 휘낭시에,2,43,286.81,24,5,17,16,0,0
2020870000000045,아몬드 휘낭시에,2,43,239.08,25,4,9,15,0,110.08
2020870000000046,약과 휘낭시에,2,43,245.96,31,3,11,17,0,120.83
2020870000000047,오레오 휘낭시에,2,43,242.09,30,3,12,19,0,150.93
2020870000000048,크림치즈 휘낭시에,2,43,218.87,24,3,12,15,0,138.89
2020870000000049,플레인 휘낭시에 ,2,43,192.21,23,2,9,15,0,108.79
2020870000000034,얼그레이 휘낭시에,2,35,140,19,2,6,11,0,120
2020870000000021,초코칩 머핀,2,110,413.6,54,7,20,32,0,379
2020870000000023,치즈 머핀,2,140,610,64,9,35,22,0,394
2020870000000026,크림치즈 머핀,2,110,432.3,50,7,23,27.01,0,471.9
2020870000000027,플레인 머핀,2,140,592,60,7,36,33,0,240
2020870000000033,블루베리 머핀,2,135,313,54.24,6.22,7.34,22.26,2.9,505
2020830000000015,핫치킨 브리또,2,160,390,54,18,12,6,0,570
2020830000000017,불고기 브리또,2,120,310,47,10,9,6,0,390
2020830000000018,치킨 브리또,2,128,282,25,20,11,1.8,0,754
2020830000000001,비프 브리또,2,180,403,48.6,19.8,14.4,3.6,0,733
2020830000000002,또띠아,2,275,643.5,58,43.01,25.99,14,0,1111
2020830000000005,머스타드치킨 브리또,2,100,417,18,18,48,3,0,796
2020830000000011,소고기 브리또,2,160,420.8,56,13.01,16,9.01,0,520
2020830000000012,치킨 치즈 브리또,2,174,450.66,48.01,19.99,19.99,4,0,664.68
2020830000000013,핫치킨 브리또,2,180,410.4,50.4,19.8,14.4,3.6,0,865.8
2021310000000085,퍼지브라우니,2,23,55,0.95,1.13,7.52,0.8,0,120.1
2021100000000107,리얼브라우니,2,65,265,35,4,12,26,0,70
2020870000000025,초코 마들렌,2,30,140,15,2,8,10,0,38
2020870000000031,레몬 마들렌,2,35,138.95,14.8,2.06,7.94,7.74,0,67.2
2020960000000152,햄치즈 토스트,2,350,420,48,19,17,2,0,293.3
1000000035,계란 토스트,2,200,482,61.82,21.57,15.7,6.19,2.9,803
1000000036,햄에그 토스트,2,109,260,10,10,10,3,0,530
1000000037,베이컨치즈 토스트,2,110,337,23,14,21,9,0,635
1000000038,통밀빵 토스트,2,24,68,12.32,2.39,1.06,1.44,1.3,138
2020820000000098,꽈배기,2,30,126,16.28,1.31,6.32,4.21,0.4,114
2021090000000018,생크림 카스테라,2,170,544,65,8,28,42,0,215
2021310000000002,그릭요거트그래놀라바,2,35,150.15,25,2,4.5,9,0,54.95
3031542000000001,물밀면,3,100,71,14.19,2.46,0.5,3.68,1.3,303
3031430000000001,기스면,3,115,468,78,9,15,0.5,7,276
4031660000000001,울면,3,500,706,108.85,29.41,14.5,13.8,7.6,1165
7031730000000001,쫄면,3,480,580.8,118.7,16.51,3.84,21.98,6.24,2884.8
3031760000000001,탄탄면,3,186,550,91,12,15,6,5.99,2700
7031450900000001,떡국,3,300,345,66.59,11.18,3.21,0.64,2.3,644
7031460100000001,떡만둣국,3,300,442,68.42,15,11.05,1.83,2.5,1324
7031510100000001,만둣국,3,400,418,29.95,24.12,21.79,3.24,1.9,2350
6031453200000001,소고기 떡국,3,315,311.85,55.82,10.84,5.67,0.5,1.26,771.75
7031612300000001,미트소스 스파게티,3,525,567,97.54,22.79,9.66,14.91,7.35,719.25
1031612200000001,미트볼 스파게티,3,500,900,88.1,36.7,44.4,4.45,13.5,1090
3031610800000001,까르보나라 스파게티,3,100,235,19.63,5.71,14.82,2.04,1.4,241
3031611500000001,로제 스파게티,3,100,171,17.34,5.21,8.99,3.33,1.9,244
3031613700000001,오일 스파게티,3,400,648,89.4,19.56,23.44,1.4,11.2,1124
3031614800000001,크림 스파게티,3,400,836,73.76,21.8,50.6,9.16,4.8,1032
3031614900000001,토마토 스파게티,3,500,645,93.2,24.35,19.15,15.6,7.5,1510
3031615048000001,해물 크림 스파게티,3,500,920,86.95,30.4,49.8,8.35,8,1325
3031615050000001,해물 토마토 스파게티,3,500,585,87.25,27.95,13.75,13.5,8.5,1535
7031690000000001,잔치국수,3,500,447,83.16,20.78,3.94,2.67,5.6,507
1000000039,멸치국수,3,500,441,61.71,22.1,11.44,1.93,3.6,1331
4031580000000001,비빔막국수,3,400,346,58.96,17.39,7.03,2.05,1.4,1375
4031741200000001,들깨칼국수,3,500,616,104.87,25.15,12.75,5.35,10.7,819
4031780000000001,해물칼국수,3,500,584,92.74,28.38,12.48,4.58,9.4,800
3031750000000001,콩국수,3,200,513,81.4,25.01,10.47,2.2,6.1,526
3031741000000001,닭칼국수,3,250,297,47.12,15.09,6.06,2.35,4.9,388
3031620000000001,쌀국수,3,244,176,16.81,17.35,3.86,1.05,1,669
3031630000000001,올갱이국수,3,1500,570,111.6,11.25,8.25,18.6,22.5,3870
3031570000000002,비빔국수,3,400,425,74.1,14.76,7.22,2.05,1.4,1626
3031420700000001,김치말이국수,3,400,431,76.7,17.37,7.01,4.08,7.7,951
3031421600000001,막국수,3,250,452,89.63,17.04,6.45,2.77,1.8,1059
3031423500000001,열무김치국수,3,800,432,69.6,15.04,10.24,18.64,9.6,3008
1031742400000001,바지락칼국수,3,700,574,111.79,24.01,3.71,1.26,2.1,1904
1031750000000001,콩국수,3,800,648,71.36,31.2,26.8,1.92,15.2,536
1031523800000001,온면 메밀국수,3,350,220.5,42.21,10.99,1.01,0,2.8,679
1031424200000001,쟁반막국수,3,450,535.5,57.65,30.06,20.52,36.54,20.25,2308.5
4031441800000001,물냉면,3,400,383,64.58,16.5,5.74,1.89,4.1,1760
3031442800000001,비빔냉면,3,400,463,75.92,17.37,9.34,2.06,1.2,1538
3031443600000001,열무냉면,3,400,345,57.68,15.05,5.43,1.62,3.9,1479
1031445155000001,홍어회냉면,3,500,740,111.05,29.05,20.1,14.2,13,495
3031683100000001,삼선짜장면,3,700,805,126.56,33.67,18.13,10.15,10.5,2625
7031680000000001,짜장면,3,450,785,129.41,26.81,19.98,6.56,13.8,600
3031484400000001,짜장라면,3,135,540,83,13,17,8,1.7,1160
4031410000000001,간짜장,3,500,810,132,26.08,23.3,3.55,14.1,622
4031700000000001,쟁반짜장,3,300,494,81.12,16.05,13.91,2.09,8.7,376
1031480900000001,라면,3,135,385,55.68,7.9,14.54,0.62,2,986
3031480200000001,라면 국물,3,100,111,15.03,3.64,3.99,0.73,1.4,441
3031480500000001,김치라면,3,650,552.5,86.19,13.78,16.9,1.17,8.45,2528.5
3031481300000001,떡라면,3,120,520,84,10,16,5,1.1,1730
3031482900000001,비빔라면,3,130,525,80,9,19,12,2.3,1090
3031483926000001,볶음라면,3,196,340,69,7,4.3,8,2.3,970
3031484500000001,짬뽕라면,3,100,465,74,9,15,3,1.1,1870
3031484700000001,치즈라면,3,300,604,81.18,14.69,24.67,3.63,4,1221
7031640000000001,우동,3,175,229,47.56,7.04,0.62,0.06,0.02,623
4031642500000001,김치우동,3,300,481,82.27,12.02,10.84,2.37,4.1,809
4031645000000001,해물우동,3,500,345,59.2,14.7,4.25,2.25,4,1070
4031710000000001,중식우동,3,500,455,76.45,23.65,4.2,4.1,4.5,1010
3031640000000001,쫄우동,3,500,495,78.3,13.1,14.45,6.85,0.5,1420
3031643100000001,삼선우동,3,500,345,52.95,23.95,4.25,0.4,4,1360
3031644000000001,일식우동,3,700,420,74.2,13.37,7.91,2.45,20.3,2387
1031650000000001,볶음우동,3,300,384,74.37,8.4,6.03,1.29,6,771
4031530000000001,메밀소바,3,600,516,107.76,14.94,1.92,8.64,4.2,1524
3031550000000001,소고기 야끼소바,3,470,893,64.91,30.79,56.87,18.14,16.45,1724.9
3031530000000001,마제소바,3,300,593,84.71,23.68,21.59,0.82,2,1276
3031560000000001,분짜,3,500,765,91.49,35.59,26.45,6.05,4.2,1009
3031770000000002,팟타이,3,210,357,47.23,12.16,13.39,2.48,3.1,927
3031670000000001,고기 월남쌈,3,100,115,13.52,8.84,2.68,2.02,2.4,69
3031670000000002,소고기야채말이,3,580,672.8,38.34,60.73,30.97,31.67,11.02,2140.2
1031670000000001,월남쌈,3,140,165,24.97,10.55,2.31,2.66,3.3,157
3031720000000001,나가사키 짬뽕,3,640,440,77,19,6,5,10.52,2290
3031720000000002,통오징어 짬뽕,3,1204,674.24,43.58,49.97,33.35,13.97,9.63,4767.84
3031720400000001,굴짬뽕,3,900,684,115.65,32.85,9.63,1.71,9,2664
3031723100000001,삼선짬뽕,3,900,666,101.7,39.6,10.8,1.08,8.1,2691
3031724600000001,차돌짬뽕,3,500,881,130.47,36.61,22.56,3.27,3.2,1462
3031610000000011,빠네 크림 파스타,3,785,1575,169.6,44,80.1,25.84,12.97,2476
3031610000000012,트러플 크림 파스타,3,653,992.56,110.55,28.14,48.45,10.12,13.06,1508.43
3031610000000013,할라피뇨베이컨파스타,3,851,1702,164.16,39.32,98.63,15.32,16.17,4042.25
3031610000000014,핫매콤크림파스타,3,854,1528.66,189.93,43.3,65.76,35.78,11.1,2954.84
3031610000000015,해장파스타,3,769,753.62,121.66,31.3,16,18.3,10,3022.17
3031610000000002,바질크림 빠네 파스타,3,776,1668.4,211.93,41.9,72.71,20.33,21.73,3065.2
3031610000000003,베이컨까르보나라 파스타,3,915,1454.85,167.35,36.78,71.19,24.06,10.98,1875.75
3031610000000004,볼로네제라구파스타,3,757,1355.03,128.16,61.32,66.24,26.57,12.87,2513.24
3031610000000005,쉬림프 로제파스타,3,901,1297.44,132.99,38.2,68.3,31.81,20.72,2135.37
3031610000000007,쉬림프 크림파스타,3,790,1785.4,103.17,38,135.96,15.64,10.27,1785.4
3031610000000008,알리오올리오파스타,3,406,1270.78,108.48,26.27,81.48,5.36,7.31,1485.96
3031610000000009,에그인헬파스타,3,964,1233.92,146.14,50.9,49.36,35.48,15.42,2959.48
2031610000000001,미트 토마토 파스타,3,288,532.8,87,9.01,14,23.99,0,1393.92
2031610000000002,베이컨 크림 파스타,3,297,686.07,86.01,16.01,31.01,9,0,1256.31
2031610000000004,뇨끼 파스타,3,550,946,103.4,25.85,47.85,8.25,0,1897.5
3031600000000001,들깨버섯 수제비,3,400,362,59.22,15.67,7.01,2.92,4.4,2182
3031600000000002,감자 수제비,3,400,392,66.44,15.81,6.59,2.4,4.5,2459
1031600000000001,수제비,3,400,371,61.49,15.46,6.73,2.96,4.2,2335
3031500100000001,고기만두,3,100,208,27.79,9.38,6.58,0.49,5.8,261
3031500600000001,김치만두,3,100,187,23.82,8.13,6.59,0.67,6.2,423
1031500300000001,군만두,3,220,514.8,56.25,15.47,25.3,6.09,7.7,847
1031501900000001,물만두,3,230,448.5,35.9,18.54,25.6,4.9,7.13,763.6
3031470000000001,매운돈코츠라멘,3,400,510,83.47,14.48,10.74,1.29,3,2150
3031471100000001,돈코츠라멘,3,400,499,83.47,14.48,10.74,1.29,2.7,1307
3031472100000001,미소라멘,3,300,608,89.12,26.89,14.36,1.52,3.2,1496
3031473300000001,소유라멘,3,300,410,60.08,18.3,9.6,0.88,2.1,1347
3031481700000001,면사리,3,110,485,76,9,16,0,3.8,500
3031610000000001,알리오올리오,3,200,402,65.86,12.23,9.46,1.28,3.7,397
1000000040,감바스,3,159,483,4.47,27.32,39.73,0.73,0.3,781
5041970000000001,호박죽,4,150,106.5,24.12,2.08,0.42,8.42,3,210
3041860000000002,쌀죽(흰죽),4,300,215,43.64,9.04,0.79,0.39,6.4,295
3041870000000001,어죽,4,800,552,100.8,20.4,7.52,9.84,8.8,2104
3041900000000001,잣죽,4,700,875,155.26,19.18,19.6,2.38,5.6,882
3041930000000001,참치죽,4,800,656,104.56,24.16,16.08,1.36,5.6,1344
3041940000000001,야채죽,4,200,141,28.8,6.1,0.59,0.23,4.8,217
3041960000000001,현미죽,4,200,199,34.47,4,4.83,1.53,0.8,16
3041790000000001,게살죽,4,800,568,107.36,17.92,7.12,0.16,5.6,1456
3041800000000001,깨죽,4,400,512,79.28,13.68,15.92,3.6,9.6,705
3041820000000001,미음,4,120,101,21.51,2.2,0.49,0.03,0.9,65
3041830000000001,백합죽,4,700,455,84.7,16.52,5.6,0,3.5,994
3041840000000001,소고기버섯죽,4,800,576,109.04,18.72,7.44,0.24,3.2,1264
1041810000000001,닭죽,4,400,176,28.56,10.72,2.28,0,0.4,468
1041880000000001,오리죽,4,400,620,79.8,30,19.96,0,6.8,248
1041910000000001,전복죽,4,400,316,38.48,7.28,14.92,0,6.4,632
1041940000000001,채소죽,4,400,172,30.48,6.76,2.76,0.68,6,896
1041950000000001,팥죽,4,400,324,66.64,12.68,0.76,0.08,8.4,508
1041980000000001,흑임자죽,4,400,244,14.56,4.4,18.92,3,2.8,636
3041850100000001,감자 수프,4,244,105,14.25,3.73,3.56,5.22,0.5,1020
3041850400000001,옥수수 수프,4,100,110,10,2,7,4,0.9,300
3041850600000001,양송이 수프,4,180,257,14,3,21,3,0.4,355
3041851200000001,크림 수프,4,100,395,72,7,9,26,0.3,2730
2041850000000001,단호박 크림 수프,4,180,235.8,25,3.01,14,18,0,289.8
2041850000000004,토마토 로제 수프,4,180,230,20,6,14,14,0,583
2041850000000006,트러플 머쉬룸 수프,4,180,167.4,11,3.01,12,3.01,0,419.4
7052533800000001,콩나물국,5,480,33.6,4.56,3.79,1.06,0.67,1.92,643.2
6052533731000001,소고기콩나물국,5,330,102.3,5.77,8.28,5.48,1.39,2.31,498.3
1000000041,된장국,5,200,76,9.93,5.55,1.85,3.33,2.2,1047
7052161800000001,배추된장국,5,390,66.3,8.66,5.19,1.83,3.31,4.29,978.9
7052162700000001,시금치된장국,5,405,56.7,8.55,4.78,1.34,2.51,4.05,1036.8
7052162800000001,시래기된장국,5,450,58.5,8.5,4.14,1.35,1.49,5.4,1089
7052163000000001,아욱된장국,5,345,65.55,10.01,5.21,1.38,1.38,5.18,1003.95
7052163100000001,얼갈이배추된장국,5,480,52.8,7.54,4.18,1.39,1.87,4.32,1046.4
7052163500000001,유부된장국,5,450,112.5,6.88,7.92,5.99,1.53,3.15,940.5
7052220000000001,미소된장국,5,345,72.45,7.04,5.45,2.86,1.24,3.8,1041.9
7052160500000001,근대된장국,5,480,57.6,7.92,4.46,1.39,1.49,4.32,1132.8
7052161200000001,두부된장국,5,390,101.4,8.35,8.93,3.86,1.72,4.29,951.6
5052164100000001,호박잎된장국,5,270,45.9,6.86,3.59,1,1.49,2.97,494.1
3052160100000001,감자된장국,5,100,40,6.11,1.63,1.04,1.05,0.7,332
3052161500000001,무된장국,5,450,103.5,14.71,6.12,2.39,5.9,5.85,1741.5
3052163400000001,우렁된장국,5,500,245,19.2,24.6,7.7,3.6,8,2135
1052160700000001,냉이된장국,5,400,88,8.8,6.84,2.64,1.2,5.2,944
1052162900000001,쑥된장국,5,400,60,6.08,4.88,1.88,2.92,3.2,972
7052232400000001,소고기미역국,5,480,81.6,3.36,6.96,5.04,0.1,1.92,1032
7052234200000001,홍합미역국,5,480,43.2,4.08,5.33,1.2,0.1,1.92,1022.4
6052231300000001,들깨미역국,5,270,45.9,3.48,2.03,3.27,0.11,2.16,523.8
5052231700000001,바지락미역국,5,285,22.8,3.16,2.56,0.46,0.11,1.14,475.95
3052232000000001,북어미역국,5,100,19,1.04,2.46,0.56,0,0.8,295
3052233600000001,참치미역국,5,100,19,0.9,2.62,0.57,0,0.7,309
1052231000000001,대합미역국,5,400,44,2.24,4.92,1.8,0.04,3.2,928
1052232200000001,새우미역국,5,400,64,7.32,4.36,1.84,0,2.8,20
7052263700000001,콩나물북어국,5,525,78.75,5.2,9.71,2.47,1.1,1.57,682.5
6052261500000001,북어국,5,315,56.7,3.37,7.02,1.51,0.98,0.94,538.65
7052243204000001,고추 미역냉국,5,300,42,9.33,1.8,0.57,5.97,2.4,774
7052410000000001,오이냉국,5,240,40.8,8.62,1.37,0.5,6.41,0.96,542.4
1052091637000001,미역 오이냉국,5,350,21,2.98,1.29,0.53,2.42,2.45,1144.5
7052320000000001,소고기육개장,5,660,165,9.83,12.61,9.31,2.44,4.62,825
7052120000000001,닭고기육개장,5,660,184.8,10.03,17.42,8.71,2.64,4.62,930.6
3052562100000001,뼈다귀해장국,5,1000,710,23.4,74.6,35.7,5.7,17,3090
3052562300000001,선지해장국,5,1000,310,16.7,49.3,5.4,3.9,10,3070
3052563300000001,우거지해장국,5,600,156,13.5,11.88,5.88,2.52,8.4,2052
3052580000000001,황태해장국,5,600,180,5.7,24.48,6.78,1.5,5.4,1536
7052170000000001,들깨국,5,405,60.75,6.72,2.55,3.08,1.82,2.43,688.5
7052190000000001,무국,5,480,33.6,6.14,1.25,0.82,1.87,1.92,849.6
7052420000000001,오징어국,5,450,112.5,7.2,16.7,1.76,2.21,2.25,1030.5
7052000000000001,감자국,5,360,75.6,16.52,3.06,0.36,1.01,3.24,766.8
7052050600000001,김치국 ,5,300,36,6.45,2.01,0.45,2.73,3.9,969
7052050617000001,두부김치국,5,405,72.9,7.53,6.16,2.39,2.39,4.46,862.65
7052100000000001,달걀국,5,390,74.1,3.39,6.51,3.51,0.74,0.78,799.5
6052440000000001,유부국,5,285,48.45,3.22,3.08,2.91,0.57,0.85,461.7
3052430000000001,올갱이국,5,600,144,13.02,13.68,4.2,1.62,6,2016
3052501700000001,바지락조갯국,5,550,159.5,10.12,22,3.08,1.32,8.25,1595
3052180000000001,매생이국,5,500,120,13.4,10,2.8,0.4,9.5,1420
3052192400000001,소고기무국,5,400,124,7.8,14.2,4,3.52,3.2,1068
3052340000000001,순대국,5,800,544,17.28,43.52,33.04,0,26.4,1504
3052000000000001,감자국,5,700,224,34.58,8.33,5.53,5.18,4.9,1715
3052020000000001,곰치국,5,1000,420,23.9,54.3,11.8,2.8,19,3800
1052480000000001,재첩국,5,350,80.5,15.89,2.35,1.01,0,0.35,441
1052500000000001,조개국,5,400,64,1,6.68,3.56,0.72,2.4,1188
1052550000000001,토란국,5,400,64,10.44,4,0.48,1.08,0.4,760
1052201400000001,메밀묵국,5,400,88,14.28,4,1.6,1.12,3.2,952
1052252400000001,소고기배추국,5,400,64,4.56,7.36,1.64,0,2,992
1052270000000001,사골국,5,400,220,11.24,22.24,9.68,0,3.2,300
7052130000000001,닭곰탕,5,420,201.6,13.94,18.06,7.69,1.34,0.84,999.6
7052310000000001,설렁탕,5,825,305.25,33.66,17.32,10.23,0.99,0.83,1097.25
7052370300000001,어묵탕,5,480,100.8,14.02,6.72,2.3,2.88,0.96,1056
6052280000000001,삼계탕,5,600,480,21.24,43.92,23.1,1.74,1.8,612
5051990000000001,갈비탕,5,390,152.1,10.57,8.54,8.31,1.01,0.78,425.1
3052390000000001,어탕,5,150,85.5,1.81,12.71,3.09,0,1.05,484.5
3052400000000001,연포탕,5,1000,540,20.2,94.9,9,0.2,14,2340
3052490000000001,전복탕,5,600,198,15.78,26.82,3,1.32,6,1776
3052510900000001,대구지리탕,5,600,264,9.9,41.58,6.18,1.5,4.2,1476
3052511900000001,복지리탕,5,600,234,10.32,41.7,2.7,1.38,5.4,1350
3052574300000001,홍합탕,5,300,210,11.91,22.81,7.58,1.95,1.5,981
3052350000000001,아구탕,5,600,246,12.78,37.8,4.92,1.8,6.6,1866
3052030000000001,곰탕,5,300,183,18.09,19.41,3.69,0.51,2.1,717
3052070000000001,낙지탕,5,600,186,10.38,29.4,3.18,1.92,3.6,1704
1052290000000001,새우탕,5,500,165,10,25.85,2.2,0.3,7,1340
1052470000000001,장어탕,5,800,536,29.44,34.56,31.28,21.28,8.8,3096
1052112600000001,순두부달걀탕,5,350,101.5,3.29,6.23,7.14,0,2.8,353.5
1052150000000001,도가니탕,5,500,200,4.1,41.75,1.65,0,6.5,750
1052033300000001,우거지곰탕,5,350,87.5,9.1,8.29,2.1,1.16,3.85,787.5
1052080000000001,내장탕,5,600,426,10.08,34.92,27.12,0.3,11.4,1296
3052211100000001,도토리묵말이,5,1300,468,89.7,6.76,8.45,6.24,14.3,3211
3052010000000001,게국지,5,1100,418,31.68,44.88,12.1,10.78,24.2,4048
4052140000000001,닭백숙,5,915,512.4,41.08,38.7,19.31,3.39,1.83,448.35
7062661000000001,돼지고기김치찌개,6,405,166.05,10.53,15.15,7.17,4.09,6.07,1077.3
7062662500000001,참치김치찌개,6,405,157.95,9.88,18.99,4.54,3.81,5.67,1433.7
3062660000000001,김치찌개,6,400,244,11.92,15.08,15,3.04,8.4,1964
3062662800000001,햄김치찌개,6,300,189,12.69,11.1,10.41,3.6,8.4,1584
1062662000000001,어묵 김치찌개,6,260,98.8,16.41,4.73,1.53,4.16,3.38,665.6
7062971400000001,김치청국장찌개,6,510,142.8,14.94,12.9,3.47,3.21,7.14,1030.2
1062970000000001,청국장찌개,6,140,117,11.05,10.03,4.19,3.25,2.5,1108
3062970000000002,우삼겹 청국장찌개,6,801,640.8,26.59,44.7,39.09,7.05,15.22,2186.73
7062990000000001,콩비지찌개,6,360,147.6,18.61,9.72,4.14,2.38,11.88,856.8
6062631100000001,두부고추장찌개,6,255,124.95,17.75,8.13,3.24,3.95,4.59,578.85
3062740000000002,돼지고기고추장찌개,6,553,270.97,29.2,23.89,6.25,14.21,9.95,2549.33
1000000042,순두부찌개,6,300,259,5.62,18.25,17.99,1.72,1.1,516
1062910300000001,김치 순두부찌개,6,300,274,6.02,19.58,18.24,1.82,1.4,623
5062912700000001,해물순두부찌개,6,300,302,13.31,25.76,16.19,2.48,2.3,730
3062750000000001,된장찌개,6,200,171,16.77,15.01,5.6,3.8,3.2,682
3062750000000002,버섯된장찌개,6,465,120.9,18.04,8.32,1.86,10.04,6.51,1371.75
3062752201000001,우렁 강된장 된장찌개,6,100,136,16.09,7.28,4.74,8.82,3,1547
1062750600000001,냉이된장찌개,6,350,111,13,8,3,7,4.55,2336
